,ANONYMOUS_1,YEAR,SAMPLE_TRANSFER_DAY,ANONYMOUS_2,AG,AL,B,BA,BE,CA,CD,CO,CR,CU,FE,H2O,K,LI,MG,MN,MO,NA,NI,P,PB,PQINDEX,S,SB,SI,SN,TI,V,V40,ZN,Y_LABEL
3464,8474.0,2016.0,4.0,200.0,0.0,0.0,4.0,0.0,0.0,31.0,0.0,0.0,0.0,4.0,22.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,332.0,0.0,9.0,21750.0,0.0,2.0,0.0,0.0,0.0,141.1,48.0,0.0
3465,1924.0,2014.0,3.0,200.0,0.0,0.0,2.0,0.0,0.0,45.0,0.0,0.0,3.0,38.0,289.0,0.0,2.0,0.0,2.0,4.0,0.0,2.0,2.0,357.0,0.0,289.0,17830.0,0.0,1.0,0.0,0.0,0.0,313.9,37.0,0.0
3466,1271.0,2013.0,12.0,200.0,0.0,3.0,2.0,5.0,0.0,2075.0,0.0,0.0,12.0,5.0,2491.0,0.0,0.0,0.0,0.0,21.0,8.0,3.0,0.0,2076.0,0.0,603.0,28810.0,0.0,13.0,1.0,0.0,0.0,130.0,8.0,0.0
3467,2438.0,2018.0,15.0,550.0,0.0,0.0,3.0,0.0,0.0,77.0,0.0,0.0,4.0,82.0,211.0,0.0,2.0,0.0,0.0,4.0,0.0,3.0,2.0,401.0,0.0,88.0,4699.0,0.0,2.0,0.0,0.0,0.0,115.6,61.0,0.0
3468,1470.0,2018.0,2.0,550.0,0.0,1.0,3.0,0.0,0.0,3149.0,0.0,0.0,1.0,16.0,83.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,563.0,0.0,21.0,20870.0,0.0,0.0,0.0,0.0,0.0,138.5,26.0,0.0
3469,1000.0,2011.0,14.0,200.0,0.0,2.0,12.0,0.0,0.0,115.0,0.0,0.0,0.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,442.0,0.0,8.0,17750.0,0.0,4.0,0.0,0.0,0.0,124.1,18.0,1.0
3470,1351.0,2014.0,4.0,200.0,0.0,0.0,109.0,2.0,0.0,3075.0,0.0,0.0,2.0,9.0,281.0,0.0,0.0,0.0,5.0,2.0,3.0,4.0,0.0,855.0,0.0,338.0,7400.0,0.0,7.0,0.0,0.0,0.0,56.9,1024.0,0.0
3471,1328.0,2007.0,5.0,528.0,0.0,1.0,111.0,2.0,0.0,3501.0,0.0,0.0,3.0,22.0,128.0,0.0,2.0,1.0,12.0,2.0,37.0,4.0,2.0,2126.0,1.0,88.0,30170.0,0.0,4.0,1.0,0.0,0.0,144.2,38.0,0.0
3472,3748.0,2011.0,7.0,200.0,0.0,0.0,219.0,0.0,0.0,18.0,0.0,0.0,0.0,8.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1166.0,0.0,28.0,21970.0,0.0,1.0,0.0,0.0,0.0,127.1,12.0,0.0
3473,2705.0,2015.0,7.0,200.0,0.0,0.0,3.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,926.0,0.0,248.0,20520.0,0.0,1.0,0.0,0.0,0.0,140.0,4.0,0.0
3474,2255.0,2009.0,6.0,200.0,0.0,5.0,140.0,0.0,0.0,3311.0,0.0,0.0,17.0,3.0,731.0,0.0,4.5,7.0,8.0,13.0,1.0,1.0,1.0,364.0,1.0,1443.0,15592.0,2.0,20.0,1.0,1.0,1.0,135.6,30.0,0.0
3475,1667.0,2020.0,30.0,200.0,0.0,0.0,3.0,0.0,0.0,2431.0,0.0,0.0,27.0,241.0,1892.0,0.0,7.5,2.0,3.0,20.0,3.0,0.0,12.0,606.0,0.0,13360.0,14763.0,4.0,10.0,0.0,0.0,0.0,141.0,138.0,0.0
3476,2120.0,2019.0,1.0,200.0,0.0,1.0,105.0,0.0,0.0,3609.0,0.0,0.0,0.0,0.0,177.0,0.0,3.0,0.0,0.0,2.0,7.0,1.0,0.0,1035.0,0.0,329.0,18850.0,0.0,44.0,0.0,0.0,0.0,131.3,55.0,0.0
3477,3826.0,2020.0,2.0,459.0,0.0,4.0,1.0,0.0,0.0,3245.0,0.0,0.0,0.0,3.0,24.0,0.0,0.5,0.0,11.0,0.0,0.0,19.0,0.0,1169.0,0.0,75.0,4691.0,0.0,53.0,0.0,0.0,0.0,112.3,1087.0,0.0
3478,11643.0,2022.0,4.0,200.0,0.0,204.0,5.0,5.0,0.0,155.0,0.0,1.0,52.0,10.0,2022.0,0.0,24.0,0.0,32.0,39.0,2.0,5.0,10.0,385.0,3.0,5598.0,20970.0,4.0,1187.0,0.0,18.0,2.0,153.6,55.0,1.0
3479,1392.0,2012.0,8.0,592.0,0.0,2.0,60.0,6.0,0.0,21.0,0.0,0.0,0.0,0.0,25.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,541.0,1.0,171.0,20240.0,0.0,3.0,0.0,0.0,0.0,145.7,17.0,0.0
3480,1705.0,2009.0,7.0,200.0,0.0,0.0,41.0,0.0,0.0,66.0,0.0,0.0,1.0,0.0,57.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,1446.0,0.0,850.0,25921.0,3.0,2.0,0.0,0.0,0.0,223.2,10.0,0.0
3481,3350.0,2012.0,9.0,200.0,0.0,0.0,180.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,518.0,0.0,267.0,24013.0,0.0,20.0,0.0,0.0,0.0,146.1,5.0,0.0
3482,1701.0,2021.0,3.0,901.0,0.0,0.0,18.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,0.0,2172.0,0.0,7.0,21430.0,10.0,10.0,2.0,0.0,0.0,149.4,45.0,0.0
3483,1753.0,2013.0,7.0,200.0,0.0,3.0,186.0,0.0,0.0,272.0,0.0,0.0,5.0,4.0,373.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,2153.0,0.0,237.0,33730.0,0.0,14.0,0.0,0.0,0.0,175.3,11.0,0.0
3484,3993.0,2021.0,1.0,967.0,0.0,2.0,97.0,0.0,0.0,3176.0,0.0,0.0,7.0,0.0,183.0,0.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,378.0,0.0,385.0,17360.0,0.0,21.0,2.0,0.0,0.0,132.6,23.0,0.0
3485,4541.0,2015.0,0.0,200.0,0.0,15.0,186.0,0.0,0.0,1369.0,0.0,0.0,6.0,23.0,516.0,0.0,7.0,1.0,0.0,5.0,0.0,17.0,0.0,489.0,3.0,1476.0,18360.0,0.0,12.0,2.0,0.0,0.0,159.8,18.0,0.0
3486,1695.0,2014.0,12.0,200.0,0.0,4.0,142.0,0.0,0.0,3156.0,0.0,0.0,0.0,0.0,35.0,0.0,2.0,0.0,12.0,0.0,0.0,1.0,0.0,389.0,0.0,86.0,26910.0,0.0,15.0,0.0,0.0,0.0,143.0,20.0,0.0
3487,3842.0,2016.0,3.0,200.0,0.0,0.0,8.0,0.0,0.0,27.0,0.0,0.0,8.0,2.0,495.0,0.0,8.0,2.0,9.0,7.0,0.0,7.0,0.0,442.0,0.0,818.0,14530.0,0.0,148.0,0.0,2.0,0.0,138.5,37.0,0.0
3488,1361.0,2011.0,90.0,561.0,0.0,0.0,17.0,0.0,0.0,102.0,0.0,0.0,3.0,0.0,328.0,0.0,2.0,0.0,0.0,3.0,0.0,4.0,0.0,1463.0,0.0,86.0,23710.0,0.0,14.0,0.0,0.0,0.0,166.8,25.0,0.0
3489,1520.0,2008.0,3.0,720.0,0.0,0.0,13.0,0.0,0.0,163.0,0.0,0.0,3.0,6.0,136.0,0.0,0.0,0.0,1.0,4.0,0.0,7.0,0.0,276.0,0.0,1912.0,6997.0,0.0,23.0,0.0,0.0,0.0,179.7,29.0,0.0
3490,6320.0,2021.0,5.0,200.0,0.0,3.0,2.0,0.0,0.0,3293.0,0.0,0.0,0.0,11.0,62.0,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,308.0,0.0,38.0,17750.0,1.0,8.0,0.0,0.0,0.0,125.1,22.0,0.0
3491,5710.0,2011.0,5.0,200.0,0.0,1.0,5.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,41.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1446.0,0.0,666.0,24290.0,0.0,3.0,0.0,0.0,0.0,131.2,6.0,0.0
3492,4012.0,2018.0,5.0,200.0,0.0,1.0,0.0,0.0,0.0,3016.0,0.0,0.0,1.0,3.0,92.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,306.0,0.0,53.0,19320.0,0.0,2.0,0.0,0.0,0.0,137.6,31.0,0.0
3493,3164.0,2013.0,8.0,200.0,0.0,1.0,57.0,0.0,0.0,442.0,0.0,0.0,0.0,0.0,117.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,846.0,0.0,175.0,19050.0,1.0,6.0,0.0,0.0,0.0,128.7,14.0,0.0
3494,3249.0,2015.0,3.0,200.0,0.0,3.0,122.0,0.0,0.0,2749.0,0.0,0.0,1.0,6.0,122.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,129.0,0.0,134.0,6154.0,0.0,3.0,0.0,0.0,0.0,136.0,32.0,0.0
3495,3498.0,2015.0,10.0,200.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,6.0,7.0,1204.0,0.6,26.0,0.0,5.0,10.0,0.0,5.0,4.0,199.0,2.0,4555.0,21360.0,0.0,462.0,0.0,7.0,0.0,164.4,32.0,0.0
3496,2141.0,2009.0,2.0,200.0,0.0,2.0,87.0,4.0,0.0,3131.0,0.0,0.0,4.0,21.0,220.0,0.1,2.0,0.0,2.0,4.0,1.0,0.0,1.0,201.0,0.0,79.0,5169.0,0.0,15.0,0.0,0.0,0.0,148.5,23.0,0.0
3497,2061.0,2009.0,2.0,200.0,0.0,0.0,10.0,0.0,0.0,29.0,0.0,1.0,1.0,1.0,52.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,803.0,0.0,210.0,20300.0,1.0,3.0,2.0,0.0,0.0,149.2,7.0,0.0
3498,1400.0,2013.0,7.0,200.0,0.0,2.0,249.0,2.0,0.0,59.0,0.0,0.0,1.0,0.0,264.0,0.0,3.0,0.0,5.0,3.0,1.0,1.0,0.0,2117.0,0.0,93.0,29329.0,1.0,7.0,0.0,12.0,0.0,144.4,25.0,0.0
3499,1364.0,2010.0,3.0,200.0,0.0,1.0,1.0,3.0,0.0,39.0,0.0,0.0,2.0,7.0,52.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,2335.0,1.0,47.0,30305.0,1.0,2.0,0.0,0.0,0.0,147.3,11.0,0.0
3500,6787.0,2014.0,9.0,200.0,0.0,0.0,1.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,837.0,0.0,50.0,30140.0,0.0,2.0,0.0,0.0,0.0,120.6,9.0,0.0
3501,3081.0,2019.0,2.0,522.0,0.0,2.0,12.0,0.0,0.0,353.0,0.0,0.0,0.0,0.0,41.0,0.0,1.0,0.0,7.0,0.0,0.0,6.0,0.0,1089.0,2.0,85.0,7744.0,0.0,54.0,0.0,0.0,0.0,117.4,1095.0,0.0
3502,4542.0,2010.0,4.0,200.0,0.0,130.0,149.0,2.0,0.0,44.0,0.0,0.0,2.0,2.0,138.0,0.0,2.5,0.0,3.0,2.0,1.0,0.0,0.0,707.0,1.0,559.0,20535.0,1.0,4.0,0.0,0.0,0.0,175.3,38.0,1.0
3503,1369.0,2015.0,2.0,200.0,0.0,2.0,4.0,0.0,0.0,2753.0,0.0,0.0,2.0,11.0,212.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,2151.0,0.0,156.0,30640.0,0.0,15.0,0.0,0.0,0.0,181.4,22.0,0.0
3504,1536.0,2014.0,2.0,200.0,0.0,2.0,387.0,0.0,0.0,2805.0,0.0,0.0,1.0,23.0,71.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1652.0,1.0,64.0,25266.0,1.0,3.0,0.0,0.0,0.0,147.0,37.0,0.0
3505,2008.0,2019.0,7.0,200.0,0.0,5.0,2.0,0.0,0.0,21.0,0.0,1.0,3.0,2.0,93.0,0.0,2.0,0.0,11.0,2.0,10.0,4.0,0.0,2361.0,0.0,25.0,27860.0,0.0,21.0,0.0,0.0,0.0,143.8,76.0,0.0
3506,1390.0,2010.0,3.0,590.0,0.0,4.0,98.0,3.0,0.0,3190.0,0.0,0.0,0.0,0.0,142.0,0.0,1.0,0.0,1.0,1.0,5.0,2.0,0.0,2427.0,0.0,50.0,40320.0,0.0,1.0,0.0,0.0,0.0,141.5,6.0,0.0
3507,3447.0,2016.0,7.0,200.0,0.0,6.0,214.0,0.0,0.0,3641.0,0.0,0.0,1.0,27.0,141.0,0.0,2.0,0.0,8.0,1.0,2.0,3.0,0.0,1090.0,0.0,303.0,4079.0,0.0,6.0,0.0,0.0,0.0,63.5,1176.0,0.0
3508,4198.0,2022.0,2.0,550.0,0.0,0.0,87.0,0.0,0.0,2915.0,0.0,0.0,0.0,5.0,16.0,0.0,4.0,0.0,11.0,0.0,0.0,12.0,0.0,1041.0,2.0,16.0,5780.0,0.0,32.0,0.0,0.0,0.0,114.9,1271.0,0.0
3509,35658.0,2009.0,2.0,200.0,0.0,6.0,40.0,1.0,0.0,3759.0,0.0,0.0,3.0,0.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1428.0,0.0,93.0,26230.0,0.0,3.0,0.0,0.0,0.0,136.4,11.0,0.0
3510,2432.0,2013.0,6.0,200.0,0.0,0.0,5.0,0.0,0.0,65.0,0.0,0.0,2.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1038.0,0.0,124.0,21940.0,0.0,3.0,0.0,0.0,0.0,132.2,25.0,0.0
3511,6676.0,2013.0,4.0,200.0,0.0,0.0,6.0,0.0,0.0,57.0,0.0,0.0,0.0,4.0,22.0,0.0,3.0,5.0,0.0,0.0,2.0,0.0,0.0,191.0,0.0,18.0,12050.0,0.0,10.0,0.0,0.0,0.0,146.7,61.0,0.0
3512,1000.0,2009.0,7.0,200.0,0.0,33.0,6.0,0.0,0.0,32.0,0.0,1.0,2.0,12.0,190.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,453.0,0.0,401.0,22573.0,0.0,3.0,0.0,0.0,0.0,126.33,24.0,1.0
3513,1161.0,2008.0,11.0,200.0,0.0,1.0,0.0,3.0,0.0,43.0,0.0,0.0,12.0,96.0,786.0,0.0,10.0,1.0,7.0,15.0,0.0,2.0,5.0,2406.0,1.0,6897.0,27060.0,1.0,432.0,1.0,5.0,1.0,142.7,61.0,0.0
3514,3947.0,2011.0,9.0,200.0,0.0,0.0,178.0,0.0,0.0,71.0,0.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,970.0,0.0,24.0,17010.0,0.0,2.0,0.0,0.0,0.0,128.2,7.0,0.0
3515,1489.0,2009.0,9.0,200.0,0.0,9.0,65.0,3.0,0.0,3149.0,0.0,0.0,4.0,6.0,97.0,0.0,0.0,0.0,1.0,3.0,0.0,5.0,0.0,2713.0,0.0,332.0,31210.0,0.0,14.0,0.0,0.0,0.0,146.7,36.0,0.0
3516,1163.0,2009.0,16.0,200.0,0.0,5.0,1.0,5.0,0.0,2629.0,0.0,1.0,2.0,43.0,115.0,0.1,1.0,0.0,6.0,3.0,1.0,1.0,1.0,543.0,4.0,39.0,20417.0,2.0,5.0,1.0,0.0,0.0,137.4,27.0,0.0
3517,2670.0,2010.0,7.0,200.0,0.0,8.0,178.0,0.0,0.0,2894.0,0.0,0.0,2.0,1.0,76.0,0.0,2.0,0.0,1.0,1.0,0.0,9.0,0.0,837.0,0.0,360.0,15470.0,0.0,11.0,0.0,0.0,0.0,129.9,14.0,0.0
3518,1871.0,2011.0,16.0,375.0,0.0,3.0,6.0,0.0,0.0,3268.0,0.0,0.0,3.0,1.0,194.0,0.0,6.0,0.0,2.0,25.0,25.0,4.0,1.0,321.0,1.0,3460.0,7831.0,14.0,7.0,1.0,0.0,0.0,187.6,28.0,0.0
3519,1737.0,2015.0,3.0,200.0,0.0,2.0,2.0,0.0,0.0,94.0,0.0,7.0,1.0,3.0,122.0,0.0,1.0,1.0,23.0,3.0,1.0,6.0,0.0,941.0,1.0,491.0,5015.0,1.0,93.0,1.0,0.0,0.0,50.0,1329.0,0.0
3520,2897.0,2011.0,5.0,200.0,0.0,7.0,107.0,0.0,0.0,2380.0,0.0,0.0,6.0,22.0,379.0,2.0,0.5,0.0,3.0,6.0,1.0,2.0,1.0,653.0,1.0,90.0,22029.0,0.0,30.0,2.0,1.0,0.0,142.0,60.0,0.0
3521,2558.0,2019.0,2.0,200.0,0.0,0.0,2.0,0.0,0.0,193.0,0.0,0.0,1.0,0.0,143.0,0.0,4.0,0.0,0.0,2.0,14.0,0.0,0.0,723.0,0.0,986.0,13430.0,2.0,58.0,0.0,0.0,0.0,133.4,102.0,0.0
3522,4256.0,2016.0,13.0,200.0,0.0,0.0,136.0,0.0,0.0,88.0,0.0,0.0,0.0,7.0,26.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,770.0,0.0,26.0,15150.0,0.0,2.0,0.0,0.0,0.0,132.4,42.0,0.0
3523,1697.0,2022.0,4.0,897.0,0.0,72.0,2.0,0.0,0.0,20.0,0.0,0.0,4.0,0.0,385.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,553.0,0.0,385.0,15790.0,0.0,207.0,0.0,5.0,0.0,144.8,7.0,1.0
3524,1889.0,2021.0,1.0,399.0,0.0,27.0,0.0,0.0,0.0,13.0,0.0,0.0,7.0,1.0,99.0,0.0,3.0,0.0,6.0,0.0,0.0,2.0,0.0,290.0,1.0,310.0,17460.0,9.0,27.0,0.0,0.0,0.0,129.4,7.0,0.0
3525,3753.0,2016.0,6.0,200.0,0.0,6.0,25.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,0.0,89.0,15180.0,0.0,5.0,0.0,0.0,0.0,147.3,15.0,0.0
3526,1399.0,2011.0,4.0,599.0,0.0,0.0,19.0,0.0,0.0,114.0,0.0,0.0,1.0,0.0,142.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,718.0,0.0,951.0,22370.0,0.0,8.0,0.0,0.0,0.0,162.9,16.0,0.0
3527,4458.0,2014.0,5.0,200.0,0.0,0.0,2.0,0.0,0.0,64.0,1.0,0.0,3.0,1.0,21.0,0.0,0.5,0.0,0.0,0.0,0.0,3.0,0.0,311.0,0.0,27.0,20390.0,0.0,12.0,0.0,0.0,0.0,130.8,8.0,0.0
3528,1704.0,2012.0,11.0,200.0,0.0,6.0,80.0,0.0,0.0,2958.0,0.0,0.0,2.0,7.0,84.0,0.0,2.0,0.0,8.0,2.0,2.0,22.0,0.0,1193.0,0.0,522.0,11880.0,0.0,11.0,0.0,0.0,0.0,72.1,1335.0,0.0
3529,2057.0,2014.0,3.0,200.0,0.0,0.0,8.0,1.0,0.0,240.0,0.0,0.0,2.0,4.0,199.0,0.2,0.5,0.0,1.0,3.0,0.0,3.0,0.0,272.0,0.0,51.0,20910.0,2.0,13.0,2.0,0.0,0.0,128.8,10.0,0.0
3530,5044.0,2013.0,7.0,200.0,0.0,8.0,149.0,0.0,0.0,3482.0,0.0,0.0,2.0,11.0,160.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,773.0,0.0,133.0,20820.0,0.0,3.0,0.0,0.0,0.0,142.6,18.0,0.0
3531,1000.0,2011.0,7.0,200.0,0.0,0.0,16.0,0.0,0.0,249.0,0.0,0.0,1.0,0.0,187.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,221.0,0.0,144.0,19610.0,0.0,12.0,0.0,0.0,0.0,155.6,5.0,0.0
3532,4531.0,2022.0,2.0,533.0,0.0,1.0,138.0,0.0,0.0,3573.0,0.0,0.0,0.0,13.0,24.0,0.0,0.0,0.0,13.0,0.0,0.0,16.0,1.0,1311.0,1.0,35.0,6173.0,0.0,68.0,0.0,0.0,0.0,110.0,1413.0,0.0
3533,1847.0,2021.0,1.0,200.0,0.0,3.0,24.0,0.0,0.0,1632.0,0.0,0.0,2.0,11.0,86.0,0.0,2.0,1.0,10.0,2.0,0.0,14.0,0.0,1137.0,0.0,155.0,2717.0,2.0,13.0,0.0,0.0,0.0,59.2,1162.0,0.0
3534,1850.0,2020.0,2.0,314.0,0.0,0.0,12.0,0.0,0.0,248.0,0.0,0.0,22.0,8.0,1529.0,0.0,4.5,0.0,0.0,28.0,19.0,4.0,1.0,2180.0,0.0,991.0,21510.0,0.0,40.0,0.0,0.0,0.0,197.3,27.0,0.0
3535,1351.0,2008.0,20.0,550.0,0.0,2.0,110.0,3.0,0.0,3464.0,0.0,0.0,4.0,4.0,239.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1074.0,0.0,974.0,18100.0,0.0,19.0,0.0,0.0,0.0,125.9,36.0,0.0
3536,1170.0,2012.0,24.0,370.0,0.0,5.0,19.0,6.0,0.0,2443.0,0.0,0.0,5.0,1.0,183.0,0.0,2.0,0.0,1.0,4.0,0.0,4.0,0.0,281.0,2.0,255.0,8223.0,0.0,3.0,0.0,0.0,0.0,184.1,17.0,0.0
3537,3060.0,2012.0,4.0,200.0,0.0,2.0,5.0,0.0,0.0,66.0,0.0,1.0,16.0,130.0,1100.0,0.0,21.5,0.0,12.0,16.0,9.0,1.0,7.0,1576.0,0.0,4584.0,21342.0,1.0,357.0,0.0,6.0,1.0,153.4,94.0,0.0
3538,1489.0,2010.0,4.0,200.0,0.0,5.0,359.0,0.0,0.0,4351.0,0.0,0.0,4.0,35.0,174.0,0.0,0.5,0.0,3.0,4.0,1.0,0.0,2.0,453.0,0.0,197.0,21688.0,0.0,6.0,1.0,0.0,0.0,144.4,51.0,0.0
3539,2876.0,2015.0,4.0,200.0,0.0,4.0,169.0,0.0,0.0,15.0,0.0,0.0,2.0,1.0,129.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,116.0,0.0,394.0,16030.0,0.0,7.0,0.0,0.0,0.0,147.4,6.0,0.0
3540,2012.0,2013.0,5.0,200.0,0.0,11.0,152.0,0.0,0.0,3173.0,0.0,0.0,2.0,24.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,934.0,0.0,104.0,21680.0,2.0,1.0,0.0,0.0,0.0,133.4,22.0,0.0
3541,2048.0,2016.0,8.0,200.0,0.0,3.0,22.0,0.0,0.0,3522.0,0.0,0.0,2.0,0.0,143.0,0.0,2.0,0.0,2.0,2.0,0.0,3.0,0.0,470.0,2.0,2052.0,19040.0,0.0,6.0,0.0,0.0,0.0,174.6,33.0,0.0
3542,4248.0,2018.0,4.0,3350.0,0.0,0.0,1.0,0.0,0.0,42.0,0.0,0.0,1.0,0.0,89.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,527.0,0.0,2829.0,32420.0,0.0,4.0,0.0,0.0,0.0,132.5,21.0,0.0
3543,1770.0,2008.0,5.0,550.0,1.0,4.0,78.0,0.0,0.0,2772.0,0.0,0.0,5.0,13.0,578.0,0.0,0.0,0.0,7.0,7.0,13.0,7.0,12.0,1209.0,1.0,293.0,9123.0,0.0,25.0,0.0,0.0,0.0,69.6,1469.0,0.0
3544,1368.0,2015.0,47.0,568.0,0.0,2.0,0.0,5.0,0.0,51.0,0.0,0.0,0.0,23.0,28.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,368.0,0.0,6.0,17830.0,0.0,2.0,0.0,0.0,0.0,134.2,106.0,0.0
3545,1213.0,2012.0,8.0,413.0,0.0,5.0,2.0,5.0,0.0,2346.0,0.0,0.0,11.0,6.0,1180.0,0.0,11.0,0.0,16.0,13.0,0.0,7.0,5.0,1010.0,2.0,3696.0,22220.0,0.0,497.0,1.0,7.0,0.0,136.3,7.0,0.0
3546,3875.0,2017.0,5.0,900.0,0.0,0.0,127.0,0.0,0.0,3564.0,0.0,0.0,3.0,0.0,347.0,0.0,6.0,0.0,32.0,6.0,0.0,14.0,0.0,948.0,0.0,424.0,33350.0,0.0,202.0,0.0,4.0,0.0,305.5,36.0,0.0
3547,4847.0,2013.0,6.0,200.0,0.0,1.0,3.0,0.0,0.0,64.0,0.0,0.0,4.0,32.0,343.0,0.0,1.0,0.0,2.0,4.0,1.0,0.0,2.0,1033.0,0.0,59.0,20640.0,0.0,3.0,0.0,0.0,0.0,124.7,42.0,0.0
3548,1214.0,2016.0,19.0,414.0,0.0,6.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,33.0,85.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,902.0,0.0,58.0,20670.0,0.0,1.0,0.0,0.0,0.0,127.8,34.0,1.0
3549,2118.0,2022.0,4.0,590.0,0.0,0.0,3.0,0.0,0.0,38.0,0.0,0.0,0.0,9.0,19.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,493.0,1.0,5.0,14420.0,3.0,8.0,0.0,0.0,0.0,142.0,24.0,0.0
3550,1144.0,2007.0,2.0,344.0,0.0,6.0,9.0,4.0,0.0,2470.0,0.0,0.0,5.0,10.0,224.0,0.0,0.0,1.0,4.0,5.0,0.0,3.0,1.0,2265.0,0.0,3982.0,26948.0,1.0,11.0,1.0,0.0,0.0,140.0,39.0,0.0
3551,1170.0,2007.0,21.0,370.0,0.0,3.0,56.0,0.0,0.0,3246.0,0.0,0.0,28.0,234.0,1023.0,0.0,2.0,5.0,7.0,28.0,2.0,0.0,5.0,509.0,3.0,761.0,16729.0,2.0,61.0,2.0,1.0,0.0,136.6,164.0,0.0
3552,5159.0,2008.0,6.0,900.0,0.0,2.0,4.0,1.0,0.0,80.0,0.0,0.0,2.0,1.0,416.0,0.0,0.0,0.0,0.0,6.0,11.0,2.0,1.0,2150.0,0.0,139.0,26233.0,0.0,7.0,0.0,0.0,0.0,134.6,83.0,1.0
3553,5401.0,2014.0,6.0,200.0,0.0,3.0,5.0,0.0,0.0,1959.0,0.0,0.0,1.0,0.0,110.0,0.0,9.0,0.0,8.0,2.0,0.0,2.0,0.0,455.0,0.0,4099.0,21830.0,0.0,35.0,0.0,0.0,0.0,141.5,24.0,0.0
3554,2756.0,2008.0,10.0,550.0,0.0,0.0,157.0,0.0,0.0,165.0,0.0,1.0,11.0,81.0,4263.0,0.0,6.5,0.0,14.0,59.0,26.0,4.0,5.0,991.0,3.0,15077.0,8436.0,3.0,26.0,5.0,0.0,1.0,57.0,1067.0,0.0
3555,2190.0,2012.0,4.0,200.0,0.0,0.0,166.0,0.0,0.0,28.0,0.0,0.0,4.0,0.0,261.0,0.0,2.0,0.0,4.0,2.0,6.0,1.0,0.0,393.0,0.0,128.0,28400.0,0.0,19.0,0.0,0.0,0.0,124.4,129.0,0.0
3556,1800.0,2015.0,4.0,200.0,0.0,15.0,458.0,0.0,0.0,3443.0,0.0,0.0,2.0,18.0,102.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,503.0,0.0,10.0,11780.0,0.0,3.0,0.0,0.0,0.0,145.0,24.0,0.0
3557,4738.0,2014.0,4.0,200.0,0.0,10.0,97.0,0.0,0.0,2707.0,0.0,0.0,5.0,6.0,267.0,0.0,2.0,0.0,2.0,5.0,0.0,2.0,0.0,915.0,0.0,1283.0,19510.0,0.0,12.0,0.0,0.0,0.0,128.4,22.0,0.0
