ANONYMOUS_1,YEAR,SAMPLE_TRANSFER_DAY,ANONYMOUS_2,AG,AL,B,BA,BE,CA,CD,CO,CR,CU,FE,H2O,K,LI,MG,MN,MO,NA,NI,P,PB,PQINDEX,S,SB,SI,SN,TI,U100,U75,U50,U25,U20,U14,U6,U4,V,V40,ZN,Y_LABEL
1723.0,2011.0,5.0,200.0,0.0,3.0,4.0,0.0,0.0,2863.0,0.0,0.0,0.0,9.0,6.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,386.0,0.0,29.0,6327.0,1.0,2.0,0.0,1.0,1.0,1.0,4.0,27.0,57.0,721.5,13347.5,23447.0,0.0,65.6,471.0,0.0
2402.0,2016.0,4.0,200.0,0.0,0.0,4.0,0.0,0.0,3056.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,231.0,0.0,25.0,2209.0,0.0,1.0,0.0,0.0,1.0,9.0,15.0,20.0,45.0,248.0,5972.0,17405.0,0.0,46.3,252.0,0.0
1324.0,2015.0,5.0,200.0,0.0,1.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,355.0,0.0,30.0,927.0,1.0,6.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,9.0,81.0,218.0,0.0,57.7,482.0,0.0
4516.0,2014.0,4.0,200.0,0.0,5.0,437.0,0.0,0.0,3082.0,0.0,0.0,0.0,48.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,420.0,5.0,14.0,2737.0,0.0,6.0,2.0,0.0,1.0,2.0,6.0,111.0,190.0,608.0,10833.0,26002.0,0.0,45.8,654.0,0.0
2833.0,2014.0,5.0,200.0,0.0,5.0,369.0,0.0,0.0,3065.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,409.0,0.0,11.0,4203.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,22.0,891.0,5194.0,0.0,50.0,626.0,0.0
1630.0,2021.0,4.0,830.0,0.0,1.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,129.0,2.0,5.0,3477.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,17.0,492.0,6408.0,0.0,67.8,42.0,0.0
3149.0,2015.0,3.0,949.0,0.0,2.0,16.0,0.0,0.0,157.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,368.0,0.0,9.0,4442.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,68.0,2169.0,8732.0,0.0,68.0,448.0,0.0
6382.0,2014.0,4.0,200.0,0.0,1.0,2.0,0.0,0.0,22.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,0.0,5.0,3992.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,37.0,173.0,1898.0,3442.0,0.0,49.1,709.0,1.0
1987.0,2014.0,16.0,200.0,0.0,1.0,6.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,437.0,0.0,7.0,1078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,32.0,725.0,2290.0,0.0,44.0,654.0,0.0
3226.0,2012.0,13.0,200.0,0.0,0.0,2.0,0.0,0.0,36.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,214.0,2.0,15.0,4480.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,635.0,2542.0,0.0,57.9,269.0,0.0
4498.0,2015.0,5.0,200.0,0.0,1.0,27.0,0.0,0.0,219.0,0.0,0.0,2.0,3.0,11.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,270.0,0.0,20.0,7591.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,19.0,47.0,1371.0,8835.0,0.0,50.3,364.0,0.0
2136.0,2014.0,14.0,200.0,0.0,2.0,194.0,1.0,0.0,12.0,0.0,0.0,0.0,4.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,0.0,20.0,4744.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,17.0,24.0,189.0,14320.0,38330.0,0.0,57.1,420.0,0.0
1709.0,2011.0,15.0,200.0,0.0,1.0,9.0,0.0,0.0,259.0,0.0,0.0,0.0,153.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,449.0,1.0,19.0,1011.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,100.0,2628.5,16187.5,0.0,44.5,655.0,0.0
3947.0,2014.0,4.0,200.0,0.0,195.0,8.0,2.0,0.0,187.0,0.0,0.0,0.0,11.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,430.0,0.0,7.0,2412.0,0.0,46.0,0.0,0.0,0.0,1.0,17.0,34.0,72.0,538.0,7174.0,12955.0,0.0,49.6,636.0,1.0
1000.0,2018.0,2.0,375.0,0.0,2.0,1.0,0.0,0.0,3112.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,247.0,0.0,6.0,5377.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,26.0,61.0,2622.0,24662.0,0.0,68.3,305.0,0.0
1618.0,2011.0,11.0,200.0,0.0,0.0,16.0,0.0,0.0,120.0,0.0,0.0,1.0,106.0,18.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,299.0,1.0,10.0,4361.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,12.0,21.0,209.0,9747.0,37446.0,0.0,55.9,351.0,0.0
1732.0,2011.0,5.0,200.0,0.0,366.0,113.0,4.0,0.0,63.0,0.0,0.0,0.0,17.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,500.0,1.0,13.0,1303.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,183.0,417.0,1115.0,14431.0,15670.0,0.0,44.6,743.0,1.0
2642.0,2014.0,6.0,200.0,0.0,2.0,16.0,3.0,0.0,121.0,0.0,0.0,1.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,1.0,15.0,3919.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,9.0,482.0,3007.0,0.0,65.3,262.0,0.0
5545.0,2011.0,19.0,550.0,0.0,1.0,3.0,0.0,0.0,20.0,0.0,0.0,0.0,160.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,427.0,0.0,3.0,6083.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,22.0,41.0,777.0,5882.0,0.0,51.6,510.0,0.0
1511.0,2018.0,7.0,375.0,0.0,2.0,4.0,0.0,0.0,3224.0,0.0,0.0,0.0,6.0,8.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,351.0,0.0,29.0,1320.0,0.0,1.0,0.0,0.0,0.0,0.0,56.0,97.0,111.0,668.0,61734.0,166282.0,0.0,50.7,523.0,0.0
1342.0,2016.0,7.0,200.0,0.0,1.0,3.0,0.0,0.0,3070.0,0.0,0.0,0.0,13.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,570.0,0.0,18.0,1374.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,31.0,8987.0,24716.0,0.0,64.5,659.0,0.0
2456.0,2008.0,5.0,375.0,0.0,4.0,1.0,1.0,0.0,2498.0,0.0,0.0,0.0,739.0,88.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,403.0,1.0,10.0,1662.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,16.0,504.0,29139.0,0.0,43.6,634.0,0.0
1373.0,2010.0,8.0,200.0,0.0,0.0,20.0,0.0,0.0,135.0,0.0,0.0,1.0,52.0,68.0,0.0,6.0,0.0,5.0,1.0,2.0,6.0,0.0,590.0,0.0,37.0,9349.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,19.0,130.5,4232.5,47051.0,0.0,59.2,667.0,0.0
1379.0,2008.0,23.0,375.0,0.0,4.0,1.0,1.0,0.0,2855.0,0.0,0.0,0.0,131.0,16.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,452.0,0.0,13.0,1112.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,141.0,13422.0,0.0,44.3,660.0,0.0
1721.0,2010.0,2.0,200.0,0.0,0.0,181.0,0.0,0.0,41.0,0.0,0.0,2.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,269.0,1.0,43.0,6987.0,0.0,3.0,1.0,0.0,0.0,1.0,6.0,33.0,38.0,81.0,1426.0,29573.0,0.0,68.3,231.0,0.0
1737.0,2011.0,16.0,200.0,0.0,7.0,28.0,0.0,0.0,2574.0,0.0,0.0,0.0,68.0,60.0,0.0,3.0,0.0,8.0,1.0,0.0,0.0,0.0,815.0,0.0,24.0,8875.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,42.0,85.0,199.0,4893.0,28457.0,0.0,43.2,1000.0,0.0
1375.0,2012.0,2.0,200.0,0.0,9.0,189.0,1.0,0.0,6.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,460.0,2.0,4.0,1221.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,55.0,736.0,4901.0,1.0,45.1,688.0,0.0
3767.0,2010.0,3.0,200.0,0.0,8.0,187.0,0.0,0.0,2498.0,0.0,0.0,6.0,77.0,75.0,0.0,2.0,0.0,1.0,0.0,5.0,1.0,0.0,327.0,0.0,25.0,6561.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,1571.0,28107.0,0.0,64.6,409.0,0.0
2180.0,2012.0,6.0,200.0,0.0,1.0,3.0,0.0,0.0,2828.0,0.0,0.0,0.0,257.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,439.0,0.0,7.0,1286.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,28.0,981.0,3517.0,0.0,44.0,637.0,0.0
2050.0,2017.0,12.0,200.0,0.0,17.0,206.0,0.0,0.0,3027.0,0.0,0.0,5.0,111.0,48.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,416.0,1.0,26.0,4377.0,1.0,2.0,0.0,0.0,2.0,6.0,10.0,14.0,25.0,25.0,966.0,7950.0,0.0,58.3,444.0,0.0
1236.0,2014.0,64.0,200.0,0.0,4.0,20.0,4.0,0.0,2739.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,438.0,0.0,11.0,1201.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,45.0,275.0,4150.0,10654.0,0.0,43.8,757.0,0.0
1674.0,2022.0,7.0,200.0,0.0,2.0,2.0,0.0,0.0,105.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,214.0,2.0,6.0,2258.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,7.0,1517.0,25499.0,0.0,52.9,245.0,0.0
4325.0,2014.0,5.0,200.0,0.0,2.0,7.0,0.0,0.0,2334.0,0.0,0.0,0.0,9.0,4.0,0.0,3.0,40.0,2.0,0.0,0.0,0.0,0.0,192.0,7.0,16.0,3340.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,7.0,12.0,38.0,774.0,3998.0,0.0,60.1,171.0,0.0
1996.0,2012.0,2.0,200.0,0.0,0.0,16.0,0.0,0.0,127.0,0.0,0.0,0.0,119.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,516.0,1.0,13.0,1139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,41.0,644.0,4308.0,0.0,44.4,785.0,0.0
4265.0,2015.0,10.0,200.0,0.0,2.0,139.0,0.0,0.0,3356.0,0.0,0.0,0.0,20.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,335.0,3.0,18.0,4252.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,81.0,150.0,298.0,5263.0,23757.0,0.0,52.6,460.0,0.0
6030.0,2018.0,2.0,200.0,0.0,1.0,11.0,0.0,0.0,485.0,0.0,0.0,0.0,99.0,4.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,336.0,1.0,8.0,3232.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,155.0,10185.0,0.0,61.1,422.0,0.0
2014.0,2016.0,20.0,200.0,0.0,2.0,132.0,0.0,0.0,3111.0,0.0,0.0,0.0,38.0,7.0,0.2,6.0,0.0,2.0,0.0,0.0,1.0,0.0,233.0,0.0,5.0,7896.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,6.0,71.0,1778.0,25303.0,37728.0,0.0,45.2,303.0,0.0
7640.0,2007.0,5.0,200.0,0.0,6.0,3.0,0.0,0.0,2052.0,0.0,0.0,0.0,180.0,68.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,474.0,1.0,34.0,2495.0,1.0,1.0,0.0,0.0,0.0,2.0,8.0,63.0,80.0,41.5,1735.5,10919.5,0.0,44.1,485.0,0.0
1161.0,2014.0,43.0,361.0,0.0,2.0,0.0,0.0,0.0,2570.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,456.0,0.0,10.0,1391.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,34.0,333.0,5387.0,0.0,45.3,674.0,0.0
2402.0,2008.0,29.0,550.0,1.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,1.0,162.0,85.0,0.0,10.0,0.0,77.0,1.0,1.0,1.0,0.0,484.0,1.0,78.0,1641.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,37.0,127.0,109.5,1913.5,17687.0,0.0,43.6,597.0,0.0
1567.0,2011.0,5.0,200.0,0.0,4.0,3.0,0.0,0.0,3696.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,455.0,0.0,10.0,1178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,21.0,311.0,1227.0,0.0,44.7,644.0,0.0
2657.0,2014.0,3.0,200.0,0.0,2.0,140.0,0.0,0.0,45.0,0.0,0.0,1.0,94.0,182.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,332.0,1.0,14.0,3440.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,46.0,92.0,176.0,4115.0,13864.0,0.0,52.3,238.0,1.0
1968.0,2014.0,8.0,200.0,0.0,4.0,4.0,0.0,0.0,2026.0,0.0,0.0,0.0,149.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,438.0,0.0,19.0,1183.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,38.0,99.0,325.0,3589.0,13892.0,0.0,45.0,624.0,0.0
2456.0,2011.0,10.0,200.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,1.0,96.0,35.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,360.0,0.0,34.0,4065.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,206.0,18804.5,33768.5,0.0,49.5,430.0,0.0
2388.0,2013.0,12.0,200.0,0.0,54.0,3.0,5.0,0.0,69.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,391.0,0.0,1.0,1076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,42.0,705.0,4545.0,0.0,44.4,536.0,1.0
4040.0,2020.0,2.0,200.0,0.0,5.0,7.0,0.0,0.0,231.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,342.0,0.0,5.0,8062.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,13.0,53.0,941.0,2232.0,0.0,57.1,407.0,0.0
2068.0,2018.0,6.0,200.0,0.0,1.0,5.0,0.0,0.0,114.0,0.0,0.0,0.0,6.0,3.0,0.0,3.5,0.0,3.0,0.0,0.0,2.0,0.0,279.0,2.0,6.0,2304.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,15.0,235.0,6056.0,0.0,47.2,328.0,0.0
2815.0,2010.0,2.0,200.0,0.0,4.0,115.0,1.0,0.0,294.0,0.0,0.0,1.0,180.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,310.0,3.0,5.0,4655.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,45.0,243.0,10353.0,20214.0,0.0,42.9,287.0,0.0
4695.0,2012.0,6.0,200.0,0.0,4.0,211.0,0.0,0.0,2725.0,0.0,0.0,0.0,120.0,12.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,411.0,1.0,193.0,1435.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,24.0,205.0,4823.0,25282.0,0.0,45.8,549.0,0.0
3095.0,2022.0,2.0,200.0,0.0,3.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,51.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,452.0,2.0,6.0,1658.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,17.0,58.0,207.0,4441.0,14679.0,0.0,45.0,570.0,0.0
1572.0,2011.0,7.0,200.0,0.0,5.0,428.0,0.0,0.0,3561.0,0.0,0.0,2.0,326.0,175.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,465.0,1.0,49.0,2068.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,23.0,29.0,42.0,1398.0,15114.0,0.0,44.2,621.0,0.0
1679.0,2010.0,14.0,200.0,0.0,1.0,1.0,0.0,0.0,42.0,0.0,0.0,1.0,320.0,136.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,521.0,1.0,31.0,1363.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,33.0,60.0,25.0,852.0,15282.0,0.0,43.1,553.0,0.0
4108.0,2010.0,8.0,200.0,0.0,15.0,77.0,0.0,0.0,3339.0,0.0,0.0,0.0,227.0,32.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,466.0,1.0,30.0,1064.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,94.0,3727.0,25024.0,0.0,44.3,638.0,0.0
1541.0,2012.0,73.0,200.0,0.0,6.0,235.0,0.0,0.0,2567.0,0.0,0.0,0.0,141.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,455.0,1.0,6.0,1238.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,40.0,138.5,2058.5,7297.0,0.0,44.5,555.0,0.0
1368.0,2018.0,7.0,200.0,0.0,0.0,5.0,0.0,0.0,2311.0,0.0,0.0,1.0,9.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,324.0,0.0,35.0,3260.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,18.0,51.0,449.0,9538.0,24134.0,0.0,55.8,448.0,0.0
2767.0,2010.0,2.0,200.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,337.0,2.0,12.0,1011.0,0.0,4.0,0.0,0.0,0.0,0.0,13.0,16.0,33.0,259.0,12196.0,44822.0,0.0,44.7,469.0,0.0
1345.0,2015.0,9.0,545.0,0.0,2.0,93.0,0.0,0.0,2957.0,0.0,0.0,0.0,10.0,5.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0,1.0,451.0,2.0,35.0,1009.0,0.0,9.0,0.0,0.0,0.0,1.0,3.0,4.0,12.0,57.0,1908.0,10167.0,0.0,44.6,694.0,0.0
4164.0,2016.0,1.0,200.0,0.0,2.0,6.0,0.0,0.0,23.0,0.0,0.0,1.0,2.0,8.0,0.0,0.0,0.0,4.0,0.0,2.0,3.0,0.0,244.0,3.0,14.0,8355.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,5.0,11.0,41.0,2580.0,11986.0,2.0,65.8,283.0,0.0
78418.0,2017.0,26.0,200.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,3.0,11.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,0.0,24.0,5787.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,9.0,16.0,41.0,1428.0,12399.0,0.0,59.1,372.0,0.0
1000.0,2010.0,6.0,200.0,0.0,64.0,120.0,0.0,0.0,54.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,443.0,0.0,16.0,4747.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,22.0,38.0,194.0,19593.0,27674.0,0.0,70.6,582.0,1.0
7349.0,2014.0,5.0,200.0,0.0,3.0,63.0,0.0,0.0,602.0,0.0,0.0,1.0,156.0,65.0,0.0,9.0,0.0,4.0,1.0,2.0,0.0,0.0,446.0,1.0,18.0,1551.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,7.0,30.0,783.0,16676.0,29092.0,0.0,45.3,624.0,0.0
3207.0,2011.0,7.0,200.0,0.0,7.0,244.0,0.0,0.0,3221.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,426.0,0.0,6.0,3560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,60.0,1156.0,4599.0,0.0,50.6,623.0,0.0
2489.0,2011.0,13.0,200.0,0.0,7.0,216.0,0.0,0.0,2669.0,0.0,0.0,0.0,8.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,20.0,1958.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,4.0,9.0,10.0,119.0,3672.0,0.0,45.3,515.0,0.0
2403.0,2017.0,2.0,200.0,0.0,0.0,121.0,0.0,0.0,3554.0,0.0,0.0,0.0,142.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,468.0,2.0,5.0,1815.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,13.0,23.0,46.0,781.0,12190.0,0.0,48.3,636.0,0.0
3135.0,2014.0,6.0,200.0,0.0,1.0,206.0,0.0,0.0,18.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,457.0,0.0,7.0,1200.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,20.0,480.0,1279.0,0.0,43.8,631.0,0.0
1289.0,2012.0,2.0,200.0,0.0,22.0,18.0,5.0,0.0,469.0,0.0,0.0,1.0,3.0,24.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,338.0,0.0,36.0,6136.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,41.0,103.0,452.0,17972.0,497703.0,0.0,62.2,435.0,0.0
1430.0,2016.0,14.0,340.0,0.0,3.0,411.0,0.0,0.0,3404.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,449.0,1.0,0.0,1177.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,10.0,26.0,223.0,533.0,0.0,44.1,665.0,0.0
1414.0,2012.0,11.0,200.0,0.0,3.0,1.0,0.0,0.0,3306.0,0.0,0.0,0.0,205.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,434.0,0.0,11.0,1711.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,425.0,2720.0,0.0,40.8,596.0,0.0
2782.0,2011.0,9.0,200.0,0.0,2.0,160.0,0.0,0.0,28.0,0.0,1.0,2.0,97.0,88.0,0.0,0.5,0.0,14.0,1.0,4.0,0.0,1.0,320.0,4.0,183.0,4685.0,2.0,53.0,2.0,1.0,0.0,0.0,0.0,4.0,40.0,129.5,5358.5,10790.5,0.0,54.1,384.0,0.0
1166.0,2018.0,5.0,366.0,0.0,5.0,2.0,2.0,0.0,914.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,321.0,0.0,10.0,2527.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,14.0,803.0,4074.0,0.0,45.0,426.0,0.0
1400.0,2015.0,9.0,200.0,0.0,1.0,109.0,0.0,0.0,3292.0,0.0,0.0,0.0,21.0,24.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,379.0,1.0,575.0,9772.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,48.0,1105.0,20725.0,35149.0,0.0,63.2,454.0,0.0
2752.0,2020.0,7.0,552.0,0.0,1.0,3.0,0.0,0.0,40.0,0.0,0.0,0.0,7.0,16.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,145.0,0.0,9.0,7084.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,9.0,9.0,24.0,943.0,6267.0,0.0,68.0,106.0,0.0
2761.0,2016.0,6.0,200.0,0.0,3.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,21.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,502.0,0.0,5.0,1282.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,8.0,135.0,414.0,0.0,45.7,727.0,0.0
1380.0,2022.0,4.0,580.0,0.0,2.0,28.0,0.0,0.0,697.0,0.0,0.0,5.0,17.0,33.0,0.0,2.0,1.0,9.0,0.0,0.0,11.0,0.0,532.0,0.0,99.0,7137.0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,18.0,25.0,145.0,33493.0,50418.0,0.0,55.1,629.0,0.0
3450.0,2011.0,3.0,200.0,0.0,1.0,216.0,0.0,0.0,9.0,0.0,0.0,1.0,6.0,14.0,0.0,2.0,0.0,5.0,0.0,22.0,0.0,0.0,590.0,0.0,21.0,5082.0,0.0,5.0,0.0,0.0,1.0,1.0,8.0,55.0,60.0,308.0,16393.0,33688.0,0.0,69.8,751.0,0.0
3083.0,2016.0,2.0,200.0,0.0,1.0,3.0,0.0,0.0,2758.0,0.0,0.0,2.0,16.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,618.0,0.0,6.0,1314.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,14.0,623.0,5047.0,0.0,64.6,714.0,0.0
7330.0,2013.0,6.0,200.0,0.0,1.0,14.0,0.0,0.0,2687.0,0.0,0.0,1.0,23.0,46.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,293.0,0.0,25.0,11560.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,53.0,2397.0,14040.0,0.0,68.4,339.0,0.0
3200.0,2020.0,2.0,613.0,0.0,1.0,80.0,0.0,0.0,3329.0,0.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,313.0,0.0,6.0,4511.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,31.0,876.0,5434.0,0.0,64.1,349.0,0.0
