ANONYMOUS_1,YEAR,SAMPLE_TRANSFER_DAY,ANONYMOUS_2,AG,AL,B,BA,BE,CA,CD,CO,CR,CU,FH2O,FNOX,FOPTIMETHGLY,FOXID,FSO4,FTBN,FE,FUEL,H2O,K,LI,MG,MN,MO,NA,NI,P,PB,PQINDEX,S,SB,SI,SN,SOOTPERCENTAGE,TI,V,V100,V40,ZN,Y_LABEL
3146.0,2020.0,5.0,377.0,0.0,2.0,16.0,0.0,0.0,3341.0,0.0,0.0,11.0,83.0,18.0,5.0,0.0,8.0,18.0,12.0,71.0,3.5,0.0,16.0,0.0,37.0,2.0,90.0,4.0,2.0,1072.0,63.0,1060.0,9780.0,2.0,168.0,7.0,0.0,2.0,0.0,13.6,88.6,1209.0,0.0
2093.0,2014.0,4.0,1293.0,0.0,0.0,6.0,0.0,0.0,74.0,0.0,0.0,1.0,2.0,13.0,6.0,0.0,15.0,20.0,8.6,10.0,0.0,0.0,4.0,0.0,13.0,0.0,217.0,2.0,0.0,1102.0,2.0,16.0,5232.0,0.0,5.0,3.0,0.1,0.0,0.0,14.1,113.6,1217.0,0.0
1797.0,2010.0,2.0,200.0,0.0,1.0,185.0,0.0,0.0,8.0,0.0,0.0,1.0,28.0,12.0,6.0,0.0,12.0,21.0,7.8,26.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,778.0,4.0,22.0,9587.0,0.0,9.0,1.0,0.4,0.0,0.0,13.75,94.2,954.0,0.0
3455.0,2021.0,1.0,200.0,0.0,1.0,82.0,1.0,0.0,3039.0,0.0,0.0,2.0,3.0,12.0,6.0,0.0,10.0,22.0,8.2,18.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,5.0,0.0,966.0,2.0,7.0,4071.0,1.0,5.0,0.0,2.0,0.0,0.0,14.2,105.6,1074.0,0.0
1670.0,2018.0,29.0,200.0,0.0,2.0,400.0,0.0,0.0,3515.0,0.0,0.0,1.0,5.0,19.0,9.0,0.0,17.0,22.0,10.7,23.0,0.0,0.0,6.0,0.0,19.0,1.0,191.0,3.0,1.0,1073.0,1.0,13.0,5283.0,0.0,9.0,1.0,0.6,0.0,0.0,13.9,108.2,1333.0,0.0
2542.0,2009.0,4.0,200.0,0.0,1.0,3.0,1.0,0.0,72.0,0.5,0.0,2.0,9.0,17.0,8.0,1.0,14.0,20.0,9.6,16.0,0.0,0.0,11.0,0.0,20.0,0.0,99.0,0.0,0.0,1319.0,2.0,8.0,7659.0,1.0,8.0,2.0,0.2,0.0,0.0,14.8,112.7,1597.0,1.0
1718.0,2021.0,1.0,315.0,0.0,0.0,4.0,0.0,0.0,903.0,0.0,0.0,1.0,2.0,12.0,7.0,1.0,11.0,20.0,8.4,35.0,0.0,0.0,2.5,0.0,14.0,0.0,1.0,4.0,0.0,913.0,1.0,15.0,3949.0,2.0,7.0,0.0,0.7,0.0,0.0,12.2,89.4,1068.0,0.0
2918.0,2011.0,26.0,200.0,0.0,5.0,516.0,0.0,0.0,3583.0,0.0,0.0,2.0,6.0,11.0,7.0,0.0,12.0,20.0,10.2,27.0,0.0,0.0,3.0,0.0,14.0,0.0,1.0,3.0,0.0,1033.0,0.0,15.0,7071.0,0.0,4.0,0.0,0.5,0.0,0.0,13.2,93.3,1187.0,0.0
1401.0,2013.0,9.0,200.0,0.0,4.0,2.0,6.0,0.0,2494.0,0.0,0.0,0.0,1.0,9.0,3.0,1.0,5.0,11.0,9.0,10.0,0.0,0.0,0.0,0.0,11.0,0.0,203.0,2.0,0.0,943.0,0.0,14.0,3467.0,0.0,2.0,0.0,0.0,0.0,0.0,12.3,92.0,1090.0,0.0
2283.0,2013.0,11.0,200.0,0.0,4.0,94.0,0.0,0.0,2344.0,0.0,0.0,0.0,6.0,17.0,9.0,0.0,18.0,22.0,9.8,9.0,0.0,0.0,3.0,0.0,45.0,0.0,274.0,5.0,0.0,1313.0,0.0,3.0,5175.0,0.0,5.0,0.0,0.1,0.0,0.0,13.9,112.6,1552.0,0.0
2378.0,2012.0,7.0,1564.0,0.0,0.0,1.0,0.0,0.0,31.0,0.0,0.0,2.0,13.0,11.0,5.0,0.0,11.0,17.0,8.7,39.0,0.0,0.0,5.0,0.0,15.0,2.0,7.0,4.0,1.0,936.0,6.0,10.0,4215.0,0.0,10.0,13.0,0.3,0.0,0.0,13.5,100.2,1205.0,0.0
1989.0,2008.0,5.0,1189.0,0.0,3.0,1.0,0.0,0.0,27.0,0.0,0.0,3.0,219.0,36.0,14.0,1.0,21.0,32.0,11.5,48.0,0.0,0.0,7.0,0.0,17.0,1.0,221.0,1.0,1.0,940.0,5.0,24.0,3824.0,3.0,13.0,5.0,3.2,0.0,0.0,16.3,134.3,1351.0,0.0
1324.0,2010.0,3.0,524.0,0.0,0.0,33.0,0.0,0.0,642.0,0.0,0.0,1.0,0.0,14.0,6.0,1.0,12.0,18.0,9.5,10.0,0.0,0.0,4.0,0.0,550.0,0.0,208.0,3.0,0.0,1010.0,3.0,6.0,4102.0,0.0,8.0,0.0,0.1,0.0,0.0,15.1,126.6,1257.0,0.0
3455.0,2016.0,3.0,200.0,0.0,5.0,111.0,0.0,0.0,3582.0,0.0,0.0,2.0,6.0,14.0,7.0,0.0,10.0,19.0,8.5,38.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,4.0,0.0,862.0,2.0,9.0,3610.0,0.0,0.0,1.0,1.4,0.0,0.0,13.2,95.9,963.0,0.0
3067.0,2013.0,8.0,200.0,0.0,1.0,7.0,0.0,0.0,80.0,0.0,0.0,0.0,15.0,12.0,8.0,1.0,13.0,19.0,8.2,33.0,0.0,0.0,1.0,0.0,262.0,0.0,0.0,3.0,0.0,1233.0,6.0,12.0,6801.0,0.0,4.0,1.0,0.3,0.0,0.0,13.3,95.1,1371.0,0.0
2506.0,2013.0,6.0,200.0,0.0,2.0,7.0,0.0,0.0,14.0,0.0,0.0,1.0,4.0,10.0,7.0,1.0,11.0,20.0,8.4,42.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,1.0,0.0,855.0,2.0,13.0,6936.0,0.0,6.0,3.0,0.7,0.0,0.0,13.3,90.9,980.0,0.0
1104.0,2016.0,12.0,304.0,0.0,4.0,19.0,3.0,0.0,3117.0,0.0,0.0,2.0,1.0,16.0,8.0,1.0,12.0,18.0,8.9,13.0,0.0,0.0,3.0,0.0,263.0,0.0,0.0,0.0,0.0,1071.0,2.0,1.0,5507.0,1.0,4.0,0.0,0.4,0.0,1.0,13.5,94.9,1190.0,0.0
2736.0,2015.0,14.0,375.0,0.0,2.0,5.0,0.0,0.0,2072.0,0.0,0.0,0.0,0.0,21.0,7.0,0.0,11.0,19.0,9.1,6.0,0.0,0.0,2.0,0.0,14.0,0.0,5.0,3.0,0.0,1213.0,2.0,5.0,6701.0,0.0,6.0,0.0,0.2,0.0,0.0,13.7,112.3,1325.0,0.0
2050.0,2011.0,6.0,200.0,0.0,2.0,1.0,0.0,0.0,2680.0,0.0,0.0,0.0,4.0,14.0,7.0,0.0,9.0,18.0,8.5,16.0,0.0,0.0,2.0,0.0,64.0,0.0,3.0,2.0,0.0,926.0,0.0,5.0,4786.0,0.0,5.0,1.0,0.3,0.0,0.0,12.6,94.7,1150.0,0.0
1698.0,2010.0,14.0,200.0,0.0,3.0,280.0,0.0,0.0,3209.0,0.0,0.0,2.0,8.0,17.0,7.0,1.0,11.0,19.0,11.3,28.0,0.0,0.0,1.5,0.0,15.0,1.0,102.0,0.0,0.0,1310.0,6.0,17.0,8353.0,1.0,10.0,3.0,0.4,0.0,0.0,15.0,110.1,1483.0,0.0
7589.0,2016.0,3.0,200.0,0.0,1.0,42.0,0.0,0.0,384.0,0.0,0.0,1.0,10.0,13.0,9.0,1.0,15.0,22.0,9.4,29.0,0.0,0.0,3.0,0.0,352.0,0.0,154.0,4.0,0.0,803.0,12.0,5.0,4114.0,0.0,9.0,0.0,0.5,0.0,0.0,14.5,115.9,995.0,0.0
4857.0,2017.0,6.0,4050.0,0.0,0.0,9.0,0.0,0.0,44.0,0.0,0.0,2.0,4.0,12.0,7.0,1.0,12.0,18.0,8.0,22.0,0.0,0.0,1.0,0.0,258.0,0.0,0.0,2.0,0.0,1141.0,2.0,20.0,5808.0,0.0,7.0,5.0,0.4,0.0,0.0,13.4,93.1,1456.0,0.0
3424.0,2012.0,5.0,200.0,0.0,4.0,19.0,0.0,0.0,2327.0,0.0,0.0,2.0,5.0,17.0,8.0,1.0,15.0,22.0,9.8,15.0,0.0,0.0,15.0,1.0,19.0,1.0,239.0,1.0,1.0,1101.0,6.0,12.0,4227.0,7.0,13.0,5.0,0.4,1.0,1.0,14.6,120.2,1538.0,0.0
8567.0,2018.0,2.0,7550.0,0.0,0.0,3.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,15.0,8.0,1.0,17.0,22.0,9.2,10.0,0.0,0.0,1.0,0.0,14.0,0.0,231.0,0.0,0.0,951.0,0.0,17.0,5142.0,0.0,4.0,0.0,0.4,0.0,0.0,14.0,114.8,1335.0,0.0
3226.0,2012.0,13.0,200.0,0.0,1.0,2.0,0.0,0.0,13.0,0.0,0.0,2.0,21.0,14.0,10.0,1.0,19.0,24.0,7.1,30.0,0.0,0.0,2.0,0.0,12.0,0.0,5.0,6.0,0.0,995.0,5.0,24.0,11790.0,0.0,17.0,0.0,0.1,0.0,0.0,14.0,104.8,1292.0,0.0
5615.0,2020.0,3.0,1532.0,0.0,2.0,0.0,0.0,0.0,22.0,0.0,0.0,1.0,10.0,13.0,5.0,0.0,11.0,17.0,7.2,20.0,0.0,0.0,0.0,0.0,13.0,2.0,19.0,7.0,0.0,1128.0,4.0,9.0,3989.0,0.0,9.0,7.0,0.1,0.0,0.0,12.4,90.6,1225.0,0.0
2046.0,2013.0,6.0,200.0,0.0,0.0,12.0,0.0,0.0,117.0,0.0,0.0,0.0,1.0,13.0,8.0,1.0,15.0,21.0,8.9,11.0,0.0,0.0,3.0,1.0,21.0,0.0,205.0,5.0,0.0,1128.0,2.0,10.0,5460.0,2.0,10.0,0.0,0.3,0.0,0.0,13.6,112.1,1164.0,0.0
1726.0,2008.0,2.0,200.0,1.0,81.0,8.0,1.0,0.0,18.0,0.0,0.0,5.0,6.0,27.0,8.0,1.0,12.0,20.0,9.7,34.0,0.0,0.0,6.0,0.0,14.0,1.0,47.0,0.0,0.0,1016.0,4.0,7.0,9587.0,1.0,9.0,6.0,1.3,1.0,0.0,13.5,101.1,1204.0,1.0
1393.0,2020.0,4.0,593.0,0.0,1.0,20.0,0.0,0.0,2798.0,0.0,0.0,0.0,6.0,9.0,6.0,1.0,9.0,17.0,7.7,29.0,0.0,0.0,2.0,0.0,13.0,0.0,0.0,3.0,0.0,897.0,1.0,11.0,4008.0,0.0,7.0,0.0,0.4,0.0,0.0,12.4,91.1,1001.0,0.0
1359.0,2008.0,5.0,200.0,0.0,3.0,99.0,9.0,0.0,3460.0,0.0,0.0,1.0,65.0,11.0,7.0,0.0,14.0,21.0,10.0,44.0,0.0,0.0,0.0,0.0,23.0,2.0,32.0,8.0,0.0,959.0,10.0,14.0,4813.0,0.0,15.0,3.0,0.4,0.0,0.0,12.8,96.5,1138.0,0.0
1683.0,2010.0,4.0,200.0,0.0,173.0,149.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,12.0,6.0,1.0,9.0,17.0,7.8,9.0,0.0,0.0,1.0,0.0,47.0,0.0,119.0,2.0,0.0,1096.0,0.0,1.0,6942.0,0.0,7.0,1.0,0.3,0.0,0.0,14.2,100.9,1292.0,1.0
2873.0,2022.0,1.0,200.0,0.0,5.0,530.0,1.0,0.0,3553.0,0.0,0.0,3.0,10.0,13.0,5.0,1.0,12.0,21.0,8.6,43.0,1.0,0.0,1.0,0.0,15.0,2.0,47.0,9.0,0.0,844.0,8.0,14.0,6402.0,10.0,17.0,0.0,0.4,0.0,0.0,13.4,95.6,1117.0,0.0
3416.0,2017.0,2.0,2650.0,0.0,4.0,200.0,0.0,0.0,1306.0,0.0,0.0,2.0,2.0,13.0,7.0,0.0,14.0,19.0,9.4,10.0,0.0,0.0,4.0,0.0,13.0,0.0,176.0,2.0,0.0,1036.0,3.0,13.0,5375.0,1.0,7.0,3.0,0.3,0.0,0.0,13.7,112.4,1163.0,0.0
5251.0,2008.0,5.0,200.0,0.0,6.0,2.0,0.0,0.0,2727.0,0.0,0.0,3.0,68.0,14.0,11.0,1.0,19.0,25.0,9.9,104.0,0.0,0.0,6.0,0.0,19.0,1.0,0.0,0.0,1.0,937.0,20.0,23.0,9582.0,2.0,35.0,5.0,1.6,0.0,0.0,12.8,91.8,1257.0,0.0
1732.0,2014.0,8.0,932.0,0.0,0.0,18.0,1.0,0.0,140.0,0.0,0.0,3.0,22.0,11.0,6.0,1.0,8.0,15.0,6.5,49.0,0.0,0.0,5.0,0.0,829.0,2.0,43.0,0.0,0.0,962.0,3.0,9.0,4709.0,0.0,10.0,0.0,0.0,0.0,0.0,13.3,88.7,1209.0,0.0
1353.0,2013.0,3.0,200.0,0.0,6.0,117.0,0.0,0.0,3103.0,0.0,0.0,0.0,1.0,12.0,7.0,1.0,12.0,19.0,8.2,13.0,0.0,0.0,2.0,0.0,10.0,0.0,2.0,6.0,0.0,1053.0,1.0,5.0,12870.0,0.0,3.0,0.0,0.1,0.0,0.0,14.1,85.1,1216.0,0.0
1297.0,2007.0,2.0,200.0,0.0,8.0,136.0,1.0,0.0,3247.0,0.5,0.0,3.0,2.0,12.0,7.0,1.0,15.0,21.0,9.0,10.0,0.0,0.0,2.0,0.0,11.0,0.0,191.0,1.0,0.0,1163.0,0.0,15.0,5866.0,1.0,7.0,2.0,0.5,0.0,0.0,14.2,119.8,1057.0,0.0
2059.0,2018.0,3.0,533.0,0.0,1.0,6.0,1.0,0.0,90.0,0.0,0.0,0.0,4.0,16.0,8.0,2.0,14.0,24.0,7.7,37.0,0.0,0.0,3.0,0.0,9.0,0.0,48.0,2.0,0.0,930.0,2.0,16.0,9232.0,0.0,8.0,0.0,1.3,0.0,0.0,13.1,92.1,1103.0,0.0
5220.0,2016.0,6.0,200.0,2.0,0.0,28.0,0.0,0.0,151.0,0.0,0.0,1.0,2.0,14.0,7.0,1.0,11.0,21.0,8.2,41.0,0.0,0.0,3.0,0.0,11.0,1.0,43.0,1.0,0.0,1001.0,1.0,24.0,10100.0,0.0,13.0,0.0,0.6,0.0,0.0,13.1,104.0,1075.0,0.0
2799.0,2017.0,7.0,200.0,0.0,6.0,50.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,14.0,9.0,1.0,17.0,24.0,8.5,23.0,0.0,0.0,2.0,0.0,14.0,0.0,217.0,0.0,0.0,1248.0,1.0,13.0,8046.0,0.0,10.0,0.0,0.6,0.0,0.0,13.7,105.8,1511.0,0.0
7503.0,2014.0,4.0,200.0,0.0,0.0,4.0,0.0,0.0,18.0,0.0,0.0,4.0,7.0,17.0,8.0,1.0,10.0,21.0,8.0,83.0,0.0,0.0,2.0,0.0,9.0,1.0,3.0,2.0,0.0,1321.0,0.0,16.0,5860.0,0.0,22.0,4.0,1.0,0.0,0.0,12.5,92.9,1313.0,0.0
5028.0,2014.0,6.0,200.0,0.0,2.0,2.0,0.0,0.0,203.0,0.0,0.0,3.0,14.0,10.0,5.0,0.0,9.0,16.0,7.4,37.0,0.0,0.0,2.0,0.0,14.0,4.0,7.0,4.0,0.0,929.0,6.0,16.0,3742.0,0.0,15.0,13.0,0.2,0.0,0.0,12.8,98.5,1068.0,0.0
3460.0,2014.0,2.0,200.0,0.0,1.0,2.0,0.0,0.0,41.0,0.0,0.0,0.0,4.0,15.0,7.0,0.0,15.0,20.0,9.3,13.0,0.0,0.0,0.0,0.0,16.0,0.0,243.0,2.0,0.0,1101.0,4.0,15.0,4666.0,0.0,11.0,3.0,0.1,0.0,0.0,13.8,114.2,1378.0,0.0
6267.0,2014.0,5.0,200.0,0.0,24.0,0.0,2.0,0.0,49.0,0.0,0.0,2.0,16.0,11.0,5.0,0.0,9.0,16.0,7.7,29.0,0.0,0.0,4.0,0.0,13.0,3.0,8.0,5.0,0.0,860.0,5.0,11.0,3601.0,0.0,14.0,13.0,0.2,0.0,0.0,12.9,98.5,1051.0,0.0
4172.0,2010.0,2.0,200.0,0.0,1.0,34.0,0.0,0.0,46.0,0.0,0.0,2.0,3.0,14.0,8.0,1.0,11.0,18.0,10.1,14.0,0.0,0.0,6.0,0.0,795.0,1.0,1.0,0.0,0.0,986.0,1.0,2.0,6686.0,2.0,6.0,1.0,0.3,0.0,0.0,13.3,97.3,1112.0,0.0
6453.0,2015.0,2.0,200.0,0.0,2.0,202.0,0.0,0.0,2289.0,0.0,0.0,0.0,2.0,17.0,7.0,1.0,13.0,21.0,8.0,17.0,0.0,0.0,1.0,0.0,16.0,0.0,33.0,2.0,0.0,806.0,2.0,6.0,5538.0,0.0,7.0,0.0,0.5,0.0,0.0,12.9,120.8,953.0,0.0
2244.0,2009.0,11.0,463.0,0.0,4.0,14.0,0.0,0.0,3250.0,0.0,0.0,4.0,35.0,15.0,7.0,0.0,12.0,21.0,10.1,72.0,0.0,0.0,9.0,1.0,16.0,2.0,1.0,10.0,0.0,1070.0,5.0,13.0,5338.0,0.0,16.0,4.0,1.2,0.0,0.0,13.3,98.1,1326.0,0.0
3339.0,2009.0,4.0,200.0,0.0,0.0,13.0,0.0,0.0,136.0,0.0,0.0,1.0,11.0,13.0,7.0,0.0,13.0,20.0,8.5,33.0,0.0,0.0,3.0,0.0,9.0,0.0,4.0,3.0,0.0,987.0,2.0,21.0,9861.0,0.0,5.0,1.0,0.2,0.0,0.0,11.71,81.69,1196.0,0.0
2737.0,2013.0,2.0,200.0,0.0,1.0,186.0,0.0,0.0,14.0,0.0,0.0,3.0,2.0,14.0,7.0,2.0,12.0,23.0,7.9,25.0,0.0,0.0,4.0,0.0,11.0,0.0,41.0,3.0,0.0,1060.0,3.0,12.0,10240.0,0.0,10.0,0.0,0.8,0.0,0.0,13.1,105.6,1174.0,0.0
11170.0,2021.0,5.0,337.0,0.0,3.0,9.0,0.0,0.0,3573.0,0.0,0.0,0.0,0.0,11.0,5.0,0.0,9.0,19.0,8.1,13.0,0.0,0.0,0.0,0.0,10.0,0.0,17.0,4.0,0.0,968.0,0.0,8.0,5791.0,0.0,11.0,0.0,0.6,0.0,0.0,13.2,97.0,1108.0,0.0
2437.0,2015.0,32.0,410.0,0.0,1.0,2.0,0.0,0.0,2047.0,0.0,0.0,0.0,0.0,39.0,7.0,1.0,12.0,16.0,8.3,17.0,0.0,0.0,2.0,0.0,289.0,0.0,0.0,0.0,0.0,1097.0,0.0,9.0,5737.0,0.0,0.0,0.0,0.3,0.0,0.0,12.9,97.9,1407.0,0.0
2007.0,2015.0,2.0,200.0,0.0,2.0,88.0,0.0,0.0,2771.0,0.0,0.0,3.0,9.0,16.0,8.0,0.0,9.0,20.0,7.2,37.0,0.0,0.0,3.0,0.0,16.0,0.0,4.0,2.0,0.0,990.0,4.0,15.0,10550.0,0.0,9.0,3.0,1.4,0.0,0.0,13.0,106.2,1151.0,0.0
2565.0,2014.0,5.0,200.0,0.0,1.0,420.0,1.0,0.0,3097.0,0.0,0.0,1.0,3.0,14.0,6.0,1.0,11.0,21.0,8.1,10.0,0.0,0.0,2.0,0.0,10.0,0.0,45.0,2.0,0.0,1019.0,2.0,11.0,10370.0,0.0,9.0,1.0,0.8,0.0,0.0,14.3,100.9,1185.0,0.0
1910.0,2018.0,2.0,200.0,0.0,4.0,0.0,0.0,0.0,2574.0,0.0,0.0,0.0,2.0,11.0,5.0,0.0,8.0,16.0,8.3,9.0,0.0,0.0,2.0,0.0,66.0,0.0,3.0,0.0,0.0,890.0,0.0,8.0,3988.0,0.0,3.0,0.0,0.1,0.0,0.0,13.4,97.5,1066.0,0.0
2395.0,2011.0,5.0,200.0,0.0,0.0,5.0,0.0,0.0,38.0,0.0,0.0,4.0,12.0,19.0,9.0,1.0,12.0,28.0,9.9,79.0,0.0,0.0,3.0,0.0,605.0,1.0,1.0,0.0,0.0,839.0,9.0,13.0,8713.0,0.0,8.0,3.0,2.0,0.0,1.0,13.95,123.0,1054.0,0.0
1347.0,2008.0,18.0,384.0,0.0,8.0,95.0,1.0,0.0,2963.0,0.0,0.0,1.0,3.0,14.0,8.0,1.0,15.0,21.0,9.7,19.0,0.0,0.0,7.0,0.0,22.0,1.0,231.0,0.0,0.0,1087.0,3.0,16.0,5139.0,2.0,116.0,3.0,0.8,0.0,0.0,15.1,125.4,1423.0,0.0
1360.0,2011.0,13.0,200.0,0.0,1.0,21.0,0.0,0.0,170.0,0.0,0.0,2.0,3.0,11.0,7.0,0.0,13.0,21.0,9.5,22.0,0.0,0.0,3.0,0.0,14.0,0.0,1.0,5.0,0.0,932.0,2.0,9.0,6285.0,0.0,3.0,0.0,0.7,0.0,0.0,13.3,91.9,1146.0,0.0
1332.0,2017.0,3.0,200.0,0.0,4.0,64.0,0.0,0.0,2786.0,0.0,0.0,0.0,0.0,12.0,6.0,1.0,10.0,16.0,8.7,6.0,0.0,0.0,2.0,0.0,245.0,0.0,5.0,2.0,0.0,1105.0,0.0,7.0,6252.0,0.0,2.0,0.0,0.0,0.0,0.0,13.2,94.8,1272.0,0.0
4050.0,2017.0,6.0,200.0,0.0,2.0,2.0,0.0,0.0,30.0,0.0,0.0,2.0,2.0,15.0,10.0,1.0,18.0,23.0,8.2,10.0,6.5,0.0,6.0,0.0,10.0,0.0,223.0,1.0,0.0,967.0,1.0,16.0,4135.0,0.0,5.0,0.0,0.6,0.0,0.0,11.8,83.2,1201.0,0.0
1190.0,2015.0,47.0,390.0,0.0,2.0,0.0,3.0,0.0,2982.0,0.0,0.0,2.0,9.0,11.0,5.0,0.0,9.0,16.0,8.9,15.0,0.0,0.0,3.0,0.0,14.0,1.0,0.0,7.0,0.0,954.0,5.0,14.0,3984.0,0.0,10.0,15.0,0.0,0.0,0.0,13.2,87.7,1085.0,0.0
4003.0,2009.0,10.0,200.0,0.0,11.0,2.0,0.0,0.0,1474.0,0.0,0.0,4.0,13.0,13.0,7.0,0.0,10.0,26.0,9.7,43.0,0.0,0.0,3.0,0.0,82.0,1.0,0.0,0.0,0.0,773.0,11.0,23.0,11744.0,0.0,10.0,2.0,1.0,0.0,0.0,13.149999999999999,151.6,947.0,0.0
4224.0,2012.0,3.0,200.0,0.0,0.0,7.0,0.0,0.0,9.0,0.0,0.0,1.0,2.0,12.0,6.0,0.0,9.0,17.0,9.4,16.0,0.0,0.0,3.0,0.0,15.0,0.0,3.0,0.0,0.0,901.0,2.0,15.0,6232.0,0.0,6.0,3.0,0.1,0.0,0.0,12.8,94.9,1016.0,0.0
2932.0,2008.0,4.0,550.0,0.0,0.0,5.0,0.0,0.0,207.0,0.0,0.0,2.0,28.0,18.0,7.0,0.0,11.0,22.0,12.1,19.0,0.0,0.0,11.0,0.0,197.0,0.0,2.0,4.0,0.0,927.0,5.0,18.0,6062.0,1.0,5.0,1.0,1.0,0.0,0.0,12.75,109.3,1082.0,0.0
1203.0,2017.0,5.0,200.0,0.0,4.0,0.0,6.0,0.0,3076.0,0.0,0.0,3.0,7.0,26.0,11.0,0.0,18.0,28.0,9.2,61.0,0.0,0.0,5.0,0.0,39.0,0.0,181.0,2.0,0.0,1230.0,2.0,11.0,7311.0,0.0,13.0,1.0,2.5,0.0,0.0,15.5,121.4,1487.0,0.0
3928.0,2012.0,7.0,200.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,6.0,11.0,7.0,0.0,13.0,21.0,10.4,23.0,0.0,0.0,3.0,0.0,12.0,0.0,1.0,3.0,0.0,997.0,1.0,23.0,6726.0,0.0,11.0,0.0,0.4,0.0,0.0,13.2,93.7,1142.0,0.0
2045.0,2011.0,14.0,200.0,0.0,0.0,19.0,0.0,0.0,135.0,0.0,0.0,3.0,11.0,10.0,5.0,0.0,10.0,17.0,8.0,28.0,0.0,0.0,7.0,0.0,34.0,1.0,14.0,7.0,0.0,906.0,7.0,13.0,4233.0,0.0,13.0,13.0,0.3,0.0,0.0,13.2,99.1,1110.0,0.0
3741.0,2010.0,6.0,200.0,0.0,2.0,199.0,0.0,0.0,14.0,0.0,0.0,1.0,4.0,15.0,10.0,0.0,13.0,23.0,9.8,28.0,0.0,0.0,10.0,0.0,178.0,1.0,3.0,1.0,0.0,1112.0,4.0,11.0,8014.0,1.0,8.0,2.0,0.9,0.0,0.0,13.8,112.0,1289.0,0.0
2130.0,2011.0,18.0,200.0,0.0,2.0,7.0,0.0,0.0,2683.0,0.0,0.0,3.0,1.0,9.0,6.0,1.0,6.0,17.0,8.1,17.0,0.0,0.0,11.0,0.0,8.0,0.0,48.0,1.0,0.0,525.0,0.0,11.0,6476.0,0.0,4.0,0.0,0.6,0.0,0.0,11.22,89.7,621.0,1.0
1507.0,2019.0,2.0,707.0,0.0,1.0,21.0,0.0,0.0,229.0,0.0,0.0,0.0,3.0,10.0,6.0,0.0,9.0,17.0,8.1,19.0,0.0,0.0,2.0,0.0,56.0,0.0,2.0,3.0,0.0,873.0,4.0,5.0,3908.0,0.0,3.0,4.0,0.5,0.0,0.0,13.2,94.5,982.0,0.0
3571.0,2017.0,5.0,200.0,0.0,0.0,2.0,0.0,0.0,2786.0,0.0,0.0,0.0,5.0,14.0,7.0,1.0,11.0,22.0,7.0,26.0,0.0,0.0,2.0,0.0,11.0,0.0,1.0,3.0,0.0,881.0,2.0,18.0,3957.0,0.0,11.0,0.0,1.2,0.0,0.0,12.8,91.2,1083.0,0.0
1681.0,2020.0,5.0,663.0,0.0,5.0,4.0,0.0,0.0,3599.0,0.0,0.0,2.0,8.0,11.0,7.0,0.0,14.0,22.0,8.2,28.0,0.0,0.0,5.0,2.0,590.0,2.0,37.0,4.0,0.0,1017.0,3.0,22.0,3466.0,0.0,25.0,2.0,1.2,0.0,0.0,14.3,114.3,983.0,0.0
1359.0,2008.0,5.0,200.0,0.0,2.0,99.0,8.0,0.0,3408.0,0.0,0.0,2.0,5.0,9.0,6.0,1.0,10.0,17.0,9.1,22.0,0.0,0.0,1.5,0.0,14.0,1.0,3.0,0.0,0.0,697.0,3.0,5.0,9769.0,2.0,12.0,5.0,0.6,0.0,0.0,12.4,88.9,844.0,0.0
6282.0,2016.0,3.0,375.0,1.0,0.0,10.0,0.0,0.0,112.0,0.0,0.0,2.0,2.0,13.0,7.0,2.0,12.0,22.0,8.0,62.0,0.0,0.0,1.0,0.0,9.0,0.0,41.0,2.0,0.0,860.0,2.0,14.0,9137.0,0.0,11.0,2.0,0.3,0.0,0.0,12.8,99.6,1099.0,0.0
1532.0,2012.0,6.0,200.0,0.0,2.0,15.0,6.0,0.0,13.0,0.0,0.0,0.0,1.0,13.0,8.0,0.0,17.0,21.0,8.8,19.0,0.0,0.0,3.0,0.0,11.0,0.0,222.0,4.0,0.0,1128.0,2.0,7.0,4884.0,0.0,7.0,3.0,0.4,0.0,0.0,14.1,115.0,1270.0,0.0
5479.0,2019.0,4.0,524.0,0.0,1.0,0.0,0.0,0.0,98.0,0.0,0.0,6.0,2.0,10.0,6.0,1.0,11.0,21.0,8.7,28.0,0.0,0.0,2.5,0.0,11.0,0.0,1.0,2.0,0.0,936.0,5.0,28.0,4098.0,0.0,3.0,0.0,1.2,0.0,0.0,12.8,93.6,1077.0,0.0
1715.0,2022.0,1.0,469.0,0.0,3.0,9.0,0.0,0.0,1038.0,0.0,0.0,0.0,1.0,11.0,5.0,0.0,13.0,19.0,7.7,8.0,1.0,0.0,0.0,0.0,952.0,0.0,53.0,6.0,0.0,926.0,1.0,6.0,2086.0,0.0,3.0,0.0,0.1,0.0,0.0,13.8,105.4,1086.0,0.0
